Time 	  T Cryostat 	 T Sample
1474543175.53	6.172	5.624
1474543205.91	6.59	6.015
1474543236.29	7.004	6.443
1474543266.76	7.516	6.933
1474543297.05	8.028	7.455
1474543327.48	8.64	8.037
1474543357.77	9.267	8.703
1474543388.05	9.979	9.388
1474543418.33	10.771	10.17
1474543448.79	11.603	11.037
1474543479.29	12.514	11.962
1474543509.6	13.512	12.952
1474543539.98	14.65	14.063
1474543570.3	15.828	15.235
1474543600.61	17.009	16.416
1474543630.87	18.119	17.557
1474543661.24	19.162	18.636
1474543691.56	20.157	19.643
1474543721.87	21.073	20.594
1474543752.13	21.979	21.48
1474543782.49	22.77	22.321
1474543812.77	23.558	23.104
1474543843.06	24.392	23.844
1474543873.43	25.108	24.556
1474543903.74	25.751	25.219
1474543934.06	26.392	25.849
1474543964.34	27.016	26.462
1474543994.81	27.584	27.072
1474544025.31	28.168	27.658
1474544055.59	28.746	28.198
1474544086.06	29.295	28.762
1474544116.38	29.87	29.307
1474544146.76	30.416	29.84
1474544177.08	30.924	30.371
1474544207.35	31.488	30.891
1474544237.82	32.055	31.424
1474544268.28	32.588	31.965
1474544298.57	33.103	32.488
1474544328.92	33.702	33.034
1474544359.28	34.241	33.557
1474544389.57	34.798	34.065
1474544419.85	35.273	34.587
1474544450.14	35.759	35.077
1474544480.39	36.256	35.546
1474544510.81	36.764	36.041
1474544541.13	37.293	36.541
1474544571.5	37.775	37.015
1474544601.83	38.275	37.497
1474544632.11	38.75	37.968
1474544662.58	39.225	38.422
1474544692.89	39.724	38.88
1474544723.34	40.212	39.368
1474544753.62	40.688	39.844
1474544784.05	41.18	40.311
1474544814.34	41.651	40.765
1474544844.79	42.134	41.242
1474544875.08	42.623	41.701
1474544905.4	43.143	42.182
1474544935.65	43.68	42.657
1474544965.9	44.232	43.172
1474544996.3	44.79	43.698
1474545026.59	45.406	44.256
1474545056.87	46.091	44.831
1474545087.27	46.771	45.479
1474545117.6	47.554	46.154
1474545147.88	48.364	46.887
1474545178.34	49.273	47.688
1474545208.8	50.313	48.557
1474545239.1	51.472	49.514
1474545269.59	52.693	50.528
1474545300.09	53.957	51.657
1474545330.4	55.362	52.836
1474545360.66	56.872	54.071
1474545391.09	58.464	55.318
1474545421.4	60.042	56.664
1474545451.79	61.806	58.078
1474545482.1	63.595	59.522
1474545512.41	65.362	61.013
1474545542.85	67.319	62.603
1474545573.16	69.205	64.16
1474545603.6	71.099	65.756
1474545634.07	73.069	67.412
1474545664.36	74.929	69.048
1474545694.67	76.924	70.701
1474545725.07	78.854	72.458
1474545755.36	80.756	74.228
1474545785.82	82.683	76.069
1474545816.11	84.528	77.916
1474545846.39	86.457	79.707
1474545876.79	88.273	81.562
1474545907.11	90.099	83.373
1474545937.57	91.973	85.226
1474545967.87	93.774	86.992
1474545998.15	95.505	88.783
1474546028.43	97.313	90.485
1474546058.87	99.055	92.249
1474546089.29	100.827	93.952
1474546119.62	102.64	95.586
1474546149.9	104.378	97.294
1474546180.37	106.095	98.972
1474546210.65	107.665	100.618
1474546240.89	109.182	102.344
1474546271.12	110.821	104.019
1474546301.51	112.539	105.646
1474546331.99	114.212	107.223
1474546362.25	115.756	108.745
1474546392.52	117.278	110.292
1474546422.86	118.759	111.891
1474546453.16	120.134	113.409
1474546483.42	121.733	114.972
1474546513.69	123.193	116.436
1474546544.07	124.71	117.92
1474546574.36	126.058	119.293
1474546604.66	127.509	120.831
1474546634.92	128.873	122.259
1474546665.33	130.163	123.708
1474546695.62	131.667	125.141
1474546726.08	133.013	126.525
1474546756.38	134.401	127.887
1474546786.81	135.676	129.251
1474546817.09	136.967	130.518
1474546847.37	138.255	131.894
1474546877.73	139.45	133.295
1474546908.05	140.708	134.58
1474546938.48	141.973	135.901
1474546968.8	143.316	137.195
1474546999.08	144.538	138.481
1474547029.5	145.758	139.753
1474547059.72	146.832	140.973
1474547090.03	148.008	142.181
1474547120.34	149.207	143.382
1474547150.58	150.207	144.617
1474547180.97	151.497	145.773
1474547211.18	152.551	146.938
1474547241.49	153.728	148.077
1474547271.77	154.858	149.19
1474547302.04	155.868	150.342
1474547332.31	156.948	151.489
1474547362.74	157.976	152.678
1474547392.96	159.013	153.778
1474547423.28	159.98	154.831
1474547453.56	161.097	155.908
1474547483.81	162.211	156.989
1474547514.21	163.078	158.062
1474547544.49	164.049	159.108
1474547574.78	165.058	160.117
1474547605.1	166.012	161.113
1474547635.35	167.028	162.104
1474547665.57	167.852	163.036
1474547695.86	168.832	164.036
1474547726.1	169.697	164.986
1474547756.36	170.559	165.984
1474547786.61	171.494	166.894
1474547816.86	172.453	167.838
1474547847.25	173.283	168.778
1474547877.49	174.224	169.648
1474547907.79	174.998	170.533
1474547938.07	175.923	171.37
1474547968.37	176.763	172.303
1474547998.79	177.493	173.209
1474548029.02	178.284	174.068
1474548059.26	179.042	174.91
1474548089.55	179.81	175.761
1474548119.78	180.585	176.608
1474548150.05	181.452	177.39
1474548180.32	182.23	178.175
1474548210.61	183.118	178.954
1474548241.01	183.732	179.793
1474548271.2	184.471	180.609
1474548301.48	185.316	181.404
1474548331.74	185.943	182.114
1474548362.05	186.71	182.911
1474548392.36	187.457	183.641
1474548422.76	188.147	184.407
1474548453.02	188.705	185.148
1474548483.26	189.414	185.84
1474548513.52	190.108	186.545
1474548543.81	190.719	187.223
1474548574.09	191.48	187.971
1474548604.34	192.174	188.67
1474548634.62	192.846	189.332
1474548664.99	193.357	190.053
1474548695.28	194.15	190.702
1474548725.49	194.628	191.375
1474548755.78	195.224	192.033
1474548786.04	195.919	192.641
1474548816.25	196.564	193.263
1474548846.5	197.106	193.871
1474548876.81	197.645	194.483
1474548907.04	198.213	195.066
1474548937.28	198.724	195.658
1474548967.53	199.314	196.327
1474548997.78	199.901	196.919
1474549028.07	200.364	197.53
1474549058.56	201.096	198.128
1474549089.04	201.504	198.751
1474549119.29	202.047	199.31
1474549149.55	202.693	199.83
1474549179.8	203.165	200.395
1474549210.05	203.708	200.954
1474549240.29	204.297	201.504
1474549270.58	205.159	202.037
1474549300.89	205.667	202.6
1474549331.26	206.177	203.093
1474549361.58	206.66	203.569
1474549391.89	207.073	204.072
1474549422.29	207.597	204.631
1474549452.58	208.016	205.1
1474549482.89	208.339	205.653
1474549513.32	208.94	206.173
1474549543.64	209.455	206.616
1474549573.9	209.745	207.14
1474549604.15	210.302	207.618
1474549634.38	210.723	208.109
1474549664.8	211.156	208.553
1474549695.06	211.599	209.006
1474549725.34	212.069	209.475
1474549755.65	212.595	209.865
1474549785.85	213.052	210.386
1474549816.07	213.301	210.747
1474549846.31	213.805	211.2
1474549876.56	214.182	211.587
1474549906.84	214.686	212.01
1474549937.11	215.115	212.436
1474549967.38	215.443	212.837
1474549997.73	215.81	213.239
1474550028.05	216.09	213.615
1474550058.32	216.649	214.033
1474550088.54	216.763	214.376
1474550118.85	217.374	214.818
1474550149.17	217.742	215.186
1474550179.59	218.005	215.606
1474550210.06	218.46	216.032
1474550240.32	218.747	216.411
1474550270.54	219.043	216.799
1474550300.85	219.412	217.142
1474550331.12	219.705	217.518
1474550361.38	220.045	217.859
1474550391.63	220.258	218.203
1474550422.03	220.833	218.595
1474550452.31	220.789	218.903
1474550482.58	221.065	219.223
1474550512.87	221.482	219.549
1474550543.14	221.875	219.9
1474550573.5	222.168	220.221
1474550603.82	222.381	220.574
1474550634.08	222.881	220.89
1474550664.3	223.095	221.202
1474550694.58	223.488	221.503
1474550724.86	223.671	221.865
1474550755.17	224.058	222.091
1474550785.54	224.387	222.451
1474550815.86	224.649	222.73
1474550846.15	225.077	223.038
1474550876.43	225.256	223.305
1474550906.65	225.625	223.616
1474550936.93	225.889	223.949
1474550967.18	226.105	224.215
1474550997.56	226.342	224.539
1474551027.85	226.713	224.83
1474551058.1	226.905	225.163
1474551088.34	227.23	225.44
1474551118.62	227.586	225.748
1474551148.85	227.815	226.003
1474551179.09	227.838	226.273
1474551209.33	228.35	226.575
1474551239.56	228.447	226.84
1474551269.87	228.78	227.139
1474551300.25	229.058	227.376
1474551330.45	229.23	227.674
1474551360.66	229.512	227.903
1474551390.93	229.646	228.178
1474551421.2	229.928	228.431
1474551451.46	230.266	228.689
1474551481.68	230.503	228.929
1474551511.95	230.75	229.189
1474551542.2	230.891	229.445
1474551572.45	231.346	229.718
1474551602.65	231.382	229.956
1474551632.92	231.849	230.15
1474551663.17	231.935	230.386
1474551693.42	232.315	230.6
1474551723.7	232.421	230.897
1474551753.95	232.678	231.067
1474551784.2	233.033	231.321
1474551814.45	233.27	231.572
1474551844.7	233.338	231.827
1474551874.92	233.579	232.007
1474551905.22	233.79	232.253
1474551935.44	233.947	232.428
1474551965.72	234.385	232.665
1474551995.97	234.488	232.865
1474552026.18	234.698	233.109
1474552056.43	234.903	233.315
1474552086.68	235.168	233.509
1474552116.93	235.293	233.745
1474552147.15	235.47	233.949
1474552177.38	235.722	234.163
1474552207.59	235.905	234.367
1474552237.83	236.189	234.562
1474552268.09	236.434	234.788
1474552298.34	236.616	234.987
1474552328.62	236.688	235.208
1474552358.84	236.884	235.372
1474552389.09	237.037	235.604
1474552419.34	237.355	235.792
1474552449.56	237.592	236.015
1474552479.87	237.659	236.161
1474552510.09	237.793	236.419
1474552540.34	238.2	236.581
1474552570.62	238.295	236.755
1474552600.84	238.532	237.014
1474552631.12	238.579	237.154
1474552661.37	238.87	237.363
1474552691.62	238.978	237.513
1474552721.85	239.128	237.746
1474552752.13	239.24	237.879
1474552782.33	239.581	238.104
1474552812.55	239.656	238.31
1474552842.75	239.849	238.46
1474552872.96	240.069	238.597
1474552903.2	240.216	238.797
1474552933.48	240.403	238.97
1474552963.74	240.341	239.16
1474552993.95	240.747	239.361
1474553024.24	240.881	239.525
1474553054.48	241.087	239.701
1474553084.73	241.151	239.815
1474553114.95	241.508	240.034
1474553145.16	241.736	240.136
1474553175.39	241.697	240.359
1474553205.64	241.8	240.515
1474553235.86	242.127	240.711
1474553266.14	242.192	240.864
1474553296.4	242.227	240.992
1474553326.61	242.668	241.171
1474553356.89	242.846	241.322
1474553387.11	242.783	241.469
1474553417.39	243.042	241.619
1474553447.64	243.087	241.767
1474553477.84	243.358	241.915
1474553508.05	243.504	242.082
1474553538.25	243.526	242.241
1474553568.5	243.685	242.362
1474553598.75	243.908	242.534
1474553628.97	244.053	242.647
1474553659.24	244.367	242.776
1474553689.51	244.293	242.897
1474553719.73	244.458	243.126
1474553750.02	244.533	243.233
1474553780.23	244.886	243.345
1474553810.48	244.888	243.454
1474553840.71	245.171	243.635
1474553871.01	245.13	243.823
1474553901.22	245.315	243.91
1474553931.47	245.594	244.006
1474553961.72	245.572	244.214
1474553992.02	245.717	244.315
1474554022.27	245.908	244.458
1474554052.47	245.814	244.606
1474554082.73	246.142	244.715
1474554112.98	246.31	244.865
1474554143.28	246.457	244.959
1474554173.49	246.405	245.146
1474554203.7	246.636	245.281
1474554233.93	246.745	245.398
1474554264.14	246.936	245.539
1474554294.39	247.012	245.68
1474554324.67	247.131	245.814
1474554354.91	247.451	245.993
1474554385.13	247.382	246.108
1474554415.42	247.661	246.184
1474554445.65	247.648	246.383
1474554475.9	247.756	246.451
1474554506.15	248.021	246.572
1474554536.43	248.009	246.702
1474554566.64	248.136	246.861
1474554596.93	248.316	246.988
1474554627.18	248.343	247.109
1474554657.4	248.568	247.228
1474554687.65	248.691	247.355
1474554717.93	248.764	247.504
1474554748.15	248.885	247.601
1474554778.4	249.101	247.711
1474554808.68	249.11	247.818
1474554838.91	249.283	247.997
1474554869.18	249.233	248.09
1474554899.42	249.497	248.225
1474554929.69	249.619	248.35
1474554959.91	249.635	248.448
1474554990.19	249.72	248.543
1474555020.41	249.842	248.669
1474555050.66	249.85	248.828
1474555080.95	250.171	248.879
1474555111.17	250.268	249.035
1474555141.41	250.361	249.087
1474555171.69	250.466	249.27
1474555201.91	250.53	249.32
1474555232.16	250.716	249.448
1474555262.45	250.786	249.562
1474555292.67	250.845	249.696
1474555322.95	251.03	249.771
1474555353.17	251.083	249.902
1474555383.38	251.225	250.018
1474555413.69	251.102	250.123
1474555443.92	251.247	250.216
1474555474.17	251.513	250.347
1474555504.39	251.478	250.45
1474555534.62	251.784	250.484
1474555564.82	251.783	250.634
1474555595.06	251.793	250.691
1474555625.31	252.046	250.833
1474555655.52	252.063	250.965
1474555685.8	252.066	251.032
1474555716.07	252.406	251.161
1474555746.29	252.357	251.24
1474555776.56	252.588	251.333
1474555806.81	252.582	251.447
1474555837.06	252.652	251.548
1474555867.31	252.802	251.646
1474555897.56	253.032	251.761
1474555927.78	252.967	251.861
1474555958.07	253.13	251.914
1474555988.29	253.284	251.955
1474556018.57	253.097	252.093
1474556048.78	253.374	252.237
1474556079.07	253.535	252.346
1474556109.27	253.483	252.378
1474556139.56	253.683	252.489
1474556169.79	253.746	252.587
1474556200.04	253.964	252.66
1474556230.29	254.124	252.786
1474556260.58	254.103	252.833
1474556290.78	254.054	252.953
1474556321.04	254.373	253.036
1474556351.3	254.228	253.109
1474556381.54	254.485	253.213
1474556411.82	254.463	253.307
1474556442.07	254.57	253.451
1474556472.3	254.613	253.452
1474556502.58	254.823	253.571
1474556532.79	254.792	253.684
1474556563.04	254.993	253.772
1474556593.34	254.97	253.845
1474556623.55	255.145	253.931
1474556653.8	255.225	254.016
1474556684.05	255.25	254.102
1474556714.33	255.387	254.161
1474556744.55	255.361	254.267
1474556774.8	255.503	254.319
1474556805.09	255.57	254.447
1474556835.31	255.739	254.517
1474556865.57	255.762	254.554
1474556895.78	255.827	254.706
1474556926.0	255.917	254.714
1474556956.21	256.116	254.865
1474556986.49	256.027	254.929
1474557016.74	256.238	255.03
1474557046.96	256.273	255.108
1474557077.24	256.252	255.162
1474557107.46	256.47	255.298
1474557137.74	256.505	255.375
1474557167.99	256.48	255.507
1474557198.21	256.665	255.473
1474557228.49	256.818	255.635
1474557258.71	256.865	255.668
1474557288.99	256.96	255.74
1474557319.22	256.867	255.823
1474557349.5	256.976	255.939
1474557379.75	257.262	256.011
1474557410.0	257.215	256.079
1474557440.22	257.319	256.167
1474557470.51	257.471	256.268
1474557500.73	257.478	256.344
1474557530.93	257.469	256.393
1474557561.17	257.457	256.464
1474557591.37	257.813	256.524
1474557621.58	257.746	256.6
1474557651.82	257.76	256.675
1474557682.07	257.914	256.816
1474557712.32	257.94	256.871
1474557742.59	257.974	256.953
1474557772.86	258.292	257.075
1474557803.08	258.353	257.113
1474557833.37	258.271	257.194
1474557863.58	258.447	257.304
1474557893.83	258.443	257.387
1474557924.12	258.574	257.472
1474557954.37	258.55	257.547
1474557984.62	258.823	257.575
1474558014.84	258.843	257.684
1474558045.11	258.806	257.748
1474558075.33	258.766	257.809
1474558105.58	259.01	257.889
1474558135.83	259.091	257.941
1474558166.08	259.258	258.066
1474558196.3	259.058	258.135
1474558226.62	259.294	258.187
1474558256.87	259.37	258.226
1474558287.12	259.464	258.373
1474558317.34	259.584	258.392
1474558347.59	259.662	258.53
1474558377.85	259.614	258.564
1474558408.06	259.684	258.665
1474558438.29	259.796	258.735
1474558468.5	259.884	258.797
1474558498.75	259.887	258.899
1474558529.0	260.062	258.951
1474558559.27	259.877	259.053
1474558589.49	260.142	259.103
1474558619.74	260.224	259.137
1474558650.01	260.243	259.191
1474558680.24	260.225	259.317
1474558710.51	260.487	259.347
1474558740.78	260.581	259.493
1474558771.0	260.463	259.478
1474558801.25	260.619	259.598
1474558831.51	260.62	259.675
1474558861.79	260.697	259.724
1474558892.01	260.748	259.776
1474558922.29	260.861	259.878
1474558952.51	260.921	259.949
1474558982.79	261.173	260.01
1474559013.01	261.161	260.059
1474559043.29	261.078	260.154
1474559073.5	261.161	260.232
1474559103.76	261.374	260.272
1474559133.96	261.327	260.356
1474559164.17	261.451	260.43
1474559194.37	261.469	260.514
1474559224.64	261.518	260.568
1474559254.84	261.72	260.643
1474559285.15	261.687	260.649
1474559315.35	261.834	260.764
1474559345.66	261.823	260.836
1474559375.87	261.876	260.87
1474559406.15	262.014	260.974
1474559436.4	262.06	260.985
1474559466.6	262.018	261.117
1474559496.86	262.314	261.144
1474559527.12	262.248	261.198
1474559557.38	262.308	261.349
1474559587.62	262.344	261.374
1474559617.87	262.51	261.459
1474559648.12	262.439	261.441
1474559678.37	262.54	261.523
1474559708.66	262.656	261.601
1474559738.88	262.749	261.728
1474559769.16	262.724	261.726
1474559799.38	262.783	261.773
1474559829.66	262.866	261.893
1474559859.91	263.005	261.909
1474559890.16	263.019	261.963
1474559920.38	263.292	262.059
1474559950.63	263.186	262.106
1474559980.91	263.163	262.187
1474560011.16	263.253	262.284
1474560041.4	263.458	262.312
1474560071.62	263.304	262.412
1474560101.88	263.464	262.413
1474560132.17	263.526	262.499
1474560162.39	263.644	262.557
1474560192.64	263.838	262.629
1474560222.89	263.818	262.653
1474560253.17	263.908	262.72
1474560283.43	263.986	262.769
1474560313.64	264.008	262.829
1474560343.92	264.079	262.91
1474560374.17	264.069	262.996
1474560404.43	264.177	263.082
1474560434.64	264.233	263.117
1474560464.89	264.303	263.208
1474560495.15	264.25	263.24
1474560525.4	264.3	263.256
1474560555.68	264.686	263.286
1474560585.9	264.644	263.428
1474560616.15	264.46	263.418
1474560646.36	264.744	263.538
1474560676.67	264.84	263.6
1474560706.94	264.652	263.628
1474560737.15	264.858	263.719
1474560767.44	264.994	263.757
1474560797.68	265.109	263.818
1474560827.88	265.117	263.837
1474560858.1	265.083	263.926
1474560888.33	265.071	263.954
1474560918.56	265.072	264.013
1474560948.77	265.093	264.052
1474560979.0	265.229	264.135
1474561009.2	265.276	264.224
1474561039.45	265.55	264.239
1474561069.69	265.533	264.289
1474561099.91	265.518	264.344
1474561130.17	265.647	264.413
1474561160.41	265.689	264.438
1474561190.66	265.805	264.564
1474561220.92	265.803	264.54
1474561251.2	265.819	264.621
1474561281.42	265.872	264.697
1474561311.66	265.806	264.775
1474561341.95	266.08	264.783
1474561372.16	266.09	264.84
1474561402.45	266.075	264.884
1474561432.68	266.153	264.934
1474561462.88	265.969	264.992
1474561493.11	266.097	265.077
1474561523.36	266.105	265.131
1474561553.61	266.267	265.144
1474561583.85	266.286	265.244
1474561614.1	266.447	265.27
1474561644.32	266.507	265.32
1474561674.57	266.546	265.367
1474561704.82	266.364	265.429
1474561735.11	266.49	265.553
1474561765.36	266.734	265.512
1474561795.61	266.597	265.627
1474561825.86	266.868	265.601
1474561856.11	266.796	265.698
1474561886.37	266.881	265.738
1474561916.62	266.865	265.776
1474561946.87	266.905	265.806
1474561977.12	267.059	265.899
1474562007.34	267.104	265.928
1474562037.59	267.12	265.995
1474562067.8	267.211	266.059
1474562098.11	267.022	266.046
1474562128.32	267.182	266.138
1474562158.58	267.296	266.197
1474562188.83	267.326	266.243
1474562219.04	267.321	266.306
1474562249.36	267.458	266.362
1474562279.58	267.433	266.347
1474562309.89	267.628	266.444
1474562340.11	267.621	266.487
1474562370.38	267.653	266.495
1474562400.63	267.798	266.579
1474562430.88	267.669	266.661
1474562461.13	267.711	266.694
1474562491.38	267.934	266.735
1474562521.59	267.827	266.764
1474562551.81	268.06	266.815
1474562582.04	268.092	266.863
1474562612.28	267.996	266.937
1474562642.48	268.061	266.976
1474562672.7	268.211	266.986
1474562702.94	268.156	267.028
1474562733.22	268.37	267.114
1474562763.42	268.385	267.15
1474562793.71	268.315	267.185
1474562823.96	268.522	267.206
1474562854.17	268.506	267.286
1474562884.49	268.605	267.341
1474562914.74	268.455	267.386
1474562944.96	268.451	267.384
1474562975.24	268.596	267.455
1474563005.45	268.668	267.508
1474563035.71	268.639	267.567
1474563065.99	268.811	267.59
1474563096.21	268.907	267.665
1474563126.48	268.919	267.718
1474563156.71	268.846	267.765
1474563187.0	268.895	267.818
1474563217.26	269.107	267.914
1474563247.48	269.028	267.896
1474563277.73	269.032	267.945
1474563307.98	269.223	268.016
1474563338.23	269.3	268.029
1474563368.47	269.178	268.074
1474563398.75	269.155	268.155
1474563428.98	269.29	268.187
1474563459.25	269.262	268.249
1474563489.47	269.361	268.296
1474563519.72	269.396	268.345
1474563549.97	269.422	268.365
1474563580.25	269.514	268.437
1474563610.49	269.44	268.431
1474563640.75	269.659	268.488
1474563670.98	269.619	268.538
1474563701.24	269.596	268.553
1474563731.49	269.676	268.674
1474563761.77	269.706	268.67
1474563791.99	269.769	268.722
1474563822.24	269.903	268.773
1474563852.48	269.777	268.825
1474563882.73	269.876	268.826
1474563912.98	269.952	268.934
1474563943.23	270.149	268.944
1474563973.43	270.082	268.982
1474564003.66	270.039	269.041
1474564033.91	270.1	269.113
1474564064.12	270.163	269.118
1474564094.34	270.131	269.174
1474564124.54	270.21	269.18
1474564154.76	270.381	269.255
1474564185.02	270.254	269.29
1474564215.25	270.154	269.335
1474564245.5	270.474	269.4
1474564275.75	270.499	269.447
1474564306.0	270.324	269.485
1474564336.28	270.423	269.476
1474564366.53	270.517	269.561
1474564396.74	270.484	269.606
1474564427.02	270.786	269.68
1474564457.24	270.888	269.675
1474564487.5	270.666	269.789
1474564517.7	270.766	269.775
1474564547.92	270.91	269.811
1474564578.18	270.809	269.83
1474564608.44	271.028	269.861
1474564638.66	270.922	269.916
1474564668.93	270.923	269.972
1474564699.18	271.036	269.992
1474564729.41	270.907	270.05
1474564759.69	271.084	270.106
1474564789.94	271.077	270.15
1474564820.16	271.045	270.183
1474564850.44	271.251	270.243
1474564880.69	271.46	270.259
1474564910.9	271.407	270.267
1474564941.16	271.49	270.354
1474564971.44	271.41	270.358
1474565001.66	271.606	270.433
1474565031.91	271.527	270.441
1474565062.16	271.358	270.495
1474565092.45	271.634	270.568
1474565122.7	271.415	270.563
1474565152.95	271.511	270.639
1474565183.16	271.793	270.691
1474565213.41	271.671	270.691
1474565243.67	271.633	270.769
1474565273.92	271.621	270.763
1474565304.2	271.716	270.81
1474565334.42	271.906	270.824
1474565364.67	272.035	270.915
1474565394.96	271.903	270.9
1474565425.21	272.094	270.939
1474565455.42	271.978	270.989
1474565485.67	271.906	271.018
1474565515.95	272.097	271.081
1474565546.21	272.244	271.124
1474565576.46	272.252	271.182
1474565606.71	272.36	271.174
1474565636.93	272.196	271.225
1474565667.21	272.196	271.274
1474565697.42	272.445	271.293
1474565727.68	272.291	271.339
1474565757.93	272.511	271.379
1474565788.18	272.459	271.414
1474565818.46	272.607	271.451
1474565848.68	272.357	271.471
1474565878.97	272.467	271.532
1474565909.19	272.492	271.581
1474565939.43	272.664	271.59
1474565969.72	272.686	271.657
1474565999.98	272.64	271.642
1474566030.19	272.758	271.709
1474566060.47	272.768	271.741
1474566090.69	272.975	271.77
1474566120.94	272.724	271.791
1474566151.19	272.658	271.85
1474566181.44	272.853	271.859
1474566211.69	272.856	271.896
1474566241.89	272.766	271.941
1474566272.1	272.945	271.96
1474566302.3	273.083	272.083
1474566332.51	272.873	272.023
1474566362.79	272.981	272.129
1474566393.09	273.044	272.11
1474566423.34	273.094	272.176
1474566453.55	273.267	272.248
1474566483.8	273.362	272.245
1474566514.08	273.273	272.254
1474566544.3	273.199	272.339
1474566574.58	273.451	272.344
1474566604.8	273.39	272.335
1474566635.05	273.295	272.361
1474566665.33	273.348	272.384
1474566695.58	273.451	272.476
1474566725.79	273.523	272.467
1474566756.05	273.71	272.509
1474566786.34	273.57	272.545
1474566816.55	273.475	272.571
1474566846.81	273.652	272.605
1474566877.09	273.616	272.662
1474566907.32	273.56	272.688
1474566937.58	273.588	272.703
1474566967.85	273.912	272.741
1474566998.06	273.741	272.745
1474567028.32	273.8	272.785
1474567058.56	273.763	272.853
1474567088.84	273.893	272.867
1474567119.06	273.806	272.895
1474567149.34	274.045	272.931
1474567179.58	273.864	272.949
1474567209.82	274.014	272.979
1474567240.1	273.868	273.008
1474567270.35	273.993	273.034
1474567300.61	273.996	273.049
1474567330.82	274.185	273.144
1474567361.1	274.125	273.103
1474567391.35	273.963	273.13
1474567421.58	274.051	273.188
1474567451.83	274.105	273.184
1474567482.07	274.325	273.223
1474567512.32	274.393	273.294
1474567542.57	274.341	273.328
1474567572.85	274.404	273.315
1474567603.1	274.207	273.334
1474567633.33	274.32	273.371
1474567663.61	274.459	273.357
1474567693.86	274.4	273.397
1474567724.11	274.582	273.452
1474567754.37	274.402	273.496
1474567784.59	274.468	273.535
1474567814.87	274.696	273.588
1474567845.07	274.58	273.585
1474567875.33	274.7	273.633
1474567905.59	274.581	273.634
1474567935.84	274.604	273.64
1474567966.12	274.623	273.69
1474567996.37	274.668	273.717
1474568026.58	274.701	273.747
1474568056.83	274.793	273.692
1474568087.09	274.832	273.853
1474568117.34	274.799	273.796
1474568147.59	274.98	273.885
1474568177.88	274.94	273.869
1474568208.1	274.896	273.892
1474568238.38	275.027	273.948
1474568268.63	275.015	273.976
1474568298.88	275.151	273.966
1474568329.13	275.028	274.034
1474568359.35	275.204	274.083
1474568389.63	275.126	274.086
1474568419.87	275.278	274.102
1474568450.13	275.053	274.083
1474568480.38	275.269	274.156
1474568510.58	275.161	274.179
1474568540.88	275.035	274.178
1474568571.13	275.245	274.271
1474568601.38	275.397	274.25
1474568631.6	275.173	274.26
1474568661.86	275.516	274.3
1474568692.14	275.304	274.344
1474568722.39	275.238	274.368
1474568752.61	275.535	274.427
1474568782.86	275.388	274.414
1474568813.11	275.549	274.435
1474568843.39	275.659	274.494
1474568873.61	275.747	274.526
1474568903.81	275.533	274.504
1474568934.05	275.481	274.554
1474568964.29	275.63	274.549
1474568994.52	275.818	274.588
1474569024.8	275.761	274.618
1474569055.04	275.927	274.688
1474569085.26	275.756	274.711
1474569115.55	275.791	274.721
1474569145.77	275.934	274.736
1474569176.06	275.638	274.74
1474569206.27	275.938	274.832
1474569236.55	275.87	274.766
1474569266.77	276.079	274.802
1474569297.02	275.846	274.884
1474569327.3	276.024	274.93
1474569357.5	275.935	274.887
1474569387.8	275.827	274.965
1474569418.05	276.042	274.967
1474569448.28	276.006	274.976
1474569478.56	276.042	275.022
1474569508.78	276.07	275.029
1474569539.06	276.216	275.058
1474569569.3	276.231	275.056
1474569599.56	276.145	275.155
1474569629.79	276.275	275.128
1474569660.07	276.21	275.191
1474569690.4	276.303	275.202
1474569720.63	276.406	275.193
1474569750.89	276.278	275.211
1474569781.13	276.373	275.235
1474569811.41	276.306	275.283
1474569841.63	276.508	275.339
1474569871.91	276.35	275.344
1474569902.14	276.442	275.382
1474569932.39	276.559	275.377
1474569962.67	276.289	275.408
1474569992.92	276.632	275.421
1474570023.12	276.454	275.473
1474570053.38	276.389	275.46
1474570083.66	276.566	275.493
1474570113.9	276.58	275.526
1474570144.15	276.503	275.601
1474570174.4	276.777	275.518
1474570204.68	276.638	275.601
1474570234.89	276.662	275.594
1474570265.14	276.657	275.671
1474570295.42	276.814	275.654
1474570325.67	276.759	275.704
1474570355.9	276.843	275.717
1474570386.12	276.88	275.698
1474570416.43	276.872	275.756
1474570446.68	276.738	275.78
1474570476.93	276.776	275.751
1474570507.15	276.956	275.815
1474570537.44	276.843	275.862
1474570567.67	277.029	275.842
1474570597.9	276.929	275.89
1474570628.16	276.863	275.955
1474570658.41	276.918	275.888
1474570688.66	277.204	275.922
1474570718.91	276.921	275.948
1474570749.16	277.009	276.012
1474570779.44	277.135	275.944
1474570809.7	276.932	276.078
1474570839.94	276.992	276.063
1474570870.16	277.222	276.093
1474570900.45	277.093	276.037
1474570930.67	277.256	276.103
1474570960.94	277.208	276.126
1474570991.17	277.273	276.162
1474571021.42	277.141	276.223
1474571051.67	277.456	276.202
1474571081.92	277.23	276.213
1474571112.17	277.322	276.265
1474571142.42	277.345	276.262
1474571172.67	277.514	276.273
1474571202.95	277.311	276.317
1474571233.17	277.411	276.282
1474571263.42	277.539	276.36
1474571293.68	277.368	276.313
1474571323.92	277.48	276.373
1474571354.17	277.547	276.393
