Time 	  T Cryostat 	 T Sample
1474514937.06	4.235	4.249
1474514967.37	4.235	4.248
1474514997.6	4.235	4.248
1474515028.08	4.237	4.248
1474515058.36	4.236	4.249
1474515088.64	4.236	4.248
1474515118.91	4.235	4.248
1474515149.16	4.234	4.249
1474515179.37	4.235	4.25
1474515209.82	4.235	4.249
1474515240.28	4.236	4.249
1474515270.52	4.235	4.25
1474515300.83	4.236	4.249
1474515331.11	4.235	4.249
1474515361.4	4.235	4.248
1474515391.83	4.235	4.248
1474515422.15	4.236	4.249
1474515452.58	4.234	4.248
1474515482.86	4.235	4.248
1474515513.12	4.235	4.248
1474515543.41	4.235	4.249
1474515573.84	4.234	4.249
1474515604.34	4.235	4.249
1474515634.65	4.236	4.249
1474515665.05	4.236	4.249
1474515695.31	4.237	4.249
1474515725.56	4.236	4.248
1474515755.8	4.234	4.248
1474515786.09	4.234	4.248
1474515816.33	4.235	4.248
1474515847.59	4.235	4.248
1474515877.82	4.236	4.249
1474515908.09	4.236	4.249
1474515938.4	4.236	4.249
1474515968.66	4.235	4.249
1474515999.09	4.236	4.25
1474516029.33	4.235	4.249
1474516059.54	4.236	4.248
1474516089.83	4.235	4.249
1474516120.04	4.236	4.249
1474516150.33	4.235	4.248
1474516180.58	4.235	4.248
1474516210.83	4.236	4.249
1474516241.1	4.236	4.248
1474516271.41	4.235	4.248
1474516301.67	4.236	4.248
1474516331.92	4.236	4.248
1474516362.23	4.236	4.249
1474516392.56	4.236	4.249
1474516422.85	4.236	4.249
1474516453.22	4.236	4.249
1474516483.42	4.235	4.249
1474516513.68	4.235	4.248
1474516543.94	4.236	4.248
1474516574.2	4.235	4.249
1474516604.41	4.235	4.249
1474516634.84	4.235	4.248
1474516665.12	4.234	4.249
1474516695.35	4.234	4.249
1474516725.62	4.234	4.249
1474516755.85	4.234	4.248
1474516787.08	4.234	4.25
1474516817.33	4.235	4.249
1474516847.55	4.235	4.249
1474516877.83	4.234	4.249
1474516908.09	4.235	4.249
1474516938.34	4.235	4.248
1474516968.59	4.235	4.247
1474516998.88	4.234	4.248
1474517029.19	4.234	4.249
1474517059.44	4.236	4.248
1474517089.66	4.235	4.248
1474517119.95	4.234	4.249
1474517150.2	4.235	4.249
1474517180.56	4.235	4.249
1474517210.85	4.234	4.248
1474517241.13	4.236	4.249
1474517271.41	4.235	4.248
1474517301.69	4.234	4.248
1474517331.95	4.235	4.249
1474517362.19	4.235	4.249
1474517392.45	4.234	4.248
1474517422.88	4.235	4.248
1474517453.12	4.234	4.25
1474517483.36	4.235	4.249
1474517513.61	4.235	4.249
1474517543.89	4.235	4.248
1474517574.12	4.235	4.248
1474517604.36	4.235	4.249
1474517634.65	4.234	4.248
1474517664.92	4.234	4.249
1474517695.35	4.235	4.249
1474517725.64	4.234	4.248
1474517755.87	4.235	4.248
1474517786.08	4.236	4.249
1474517816.36	4.235	4.248
1474517846.64	4.235	4.249
1474517876.93	4.235	4.248
1474517907.21	4.236	4.249
1474517937.65	4.235	4.249
1474517968.12	4.235	4.249
1474517998.4	4.235	4.248
1474518028.63	4.235	4.249
1474518058.87	4.235	4.249
1474518089.12	4.235	4.249
1474518119.37	4.234	4.249
1474518149.65	4.236	4.249
1474518179.96	4.235	4.248
1474518210.33	4.235	4.248
1474518240.65	4.235	4.248
1474518271.03	4.234	4.248
1474518301.23	4.235	4.248
1474518331.47	4.235	4.248
1474518361.73	4.235	4.249
1474518392.16	4.235	4.248
1474518422.39	4.235	4.249
1474518452.63	4.235	4.249
1474518482.88	4.235	4.248
1474518513.17	4.236	4.249
1474518543.4	4.234	4.249
1474518573.64	4.234	4.249
1474518603.92	4.236	4.248
1474518634.42	4.234	4.248
1474518664.69	4.235	4.249
1474518695.12	4.234	4.249
1474518725.41	4.235	4.248
1474518755.72	4.234	4.249
1474518785.94	4.234	4.249
1474518816.24	4.234	4.249
1474518846.6	4.236	4.249
1474518876.89	4.234	4.249
1474518907.17	4.235	4.248
1474518937.49	4.235	4.249
1474518967.75	4.234	4.248
1474518998.18	4.235	4.248
1474519028.61	4.234	4.249
1474519058.9	4.235	4.248
1474519089.14	4.234	4.248
1474519119.36	4.236	4.248
1474519149.65	4.235	4.247
1474519179.92	4.235	4.249
1474519210.23	4.235	4.249
1474519240.56	4.234	4.249
1474519270.86	4.235	4.249
1474519301.12	4.235	4.249
1474519331.4	4.235	4.248
1474519361.66	4.235	4.249
1474519391.9	4.234	4.249
1474519422.19	4.234	4.249
1474519452.68	4.236	4.248
1474519483.0	4.235	4.249
1474519513.43	4.236	4.249
1474519543.67	4.235	4.248
1474519573.94	4.235	4.248
1474519604.22	4.235	4.249
1474519634.5	4.235	4.248
1474519664.88	4.234	4.248
1474519695.19	4.235	4.249
1474519725.69	4.234	4.249
1474519756.01	4.235	4.249
1474519786.4	4.234	4.249
1474519816.66	4.235	4.248
1474519846.94	4.235	4.248
1474519877.27	4.235	4.248
1474519907.51	4.234	4.248
1474519937.77	4.235	4.248
1474519968.02	4.235	4.248
1474519998.41	4.235	4.25
1474520028.7	4.235	4.248
1474520059.08	4.236	4.249
1474520089.41	4.235	4.249
1474520119.7	4.234	4.248
1474520150.14	4.234	4.248
1474520180.46	4.235	4.25
1474520210.74	4.234	4.249
1474520241.18	4.236	4.249
1474520271.43	4.235	4.25
1474520301.71	4.235	4.25
1474520331.94	4.234	4.249
1474520362.17	4.235	4.249
1474520392.42	4.235	4.249
1474520422.65	4.235	4.248
1474520452.97	4.235	4.248
1474520483.24	4.235	4.248
1474520513.67	4.235	4.249
1474520543.93	4.235	4.248
1474520574.21	4.234	4.248
1474520604.49	4.235	4.249
1474520634.74	4.235	4.248
1474520665.0	4.235	4.248
1474520695.35	4.235	4.248
1474520725.69	4.235	4.248
1474520755.94	4.234	4.248
1474520786.19	4.235	4.249
1474520816.44	4.235	4.249
1474520846.69	4.235	4.249
1474520876.97	4.234	4.247
1474520907.28	4.235	4.248
1474520937.66	4.235	4.249
1474520967.98	4.236	4.249
1474520998.22	4.234	4.248
1474521028.54	4.235	4.249
1474521058.8	4.236	4.249
1474521089.03	4.234	4.248
1474521119.31	4.235	4.248
1474521149.53	4.235	4.249
1474521179.8	4.235	4.249
1474521210.22	4.234	4.248
1474521240.69	4.235	4.248
1474521270.95	4.235	4.249
1474521301.23	4.235	4.248
1474521331.73	4.234	4.248
1474521362.01	4.234	4.248
1474521392.49	4.236	4.249
1474521422.77	4.234	4.249
1474521453.05	4.234	4.248
1474521483.31	4.235	4.248
1474521513.56	4.235	4.249
1474521544.01	4.234	4.249
1474521574.31	4.234	4.248
1474521604.56	4.235	4.249
1474521634.92	4.234	4.248
1474521665.24	4.234	4.248
1474521695.55	4.235	4.248
1474521725.78	4.234	4.249
1474521756.06	4.235	4.249
1474521786.45	4.235	4.249
1474521816.74	4.236	4.25
1474521847.05	4.236	4.249
1474521877.43	4.235	4.248
1474521907.69	4.235	4.249
1474521937.97	4.234	4.249
1474521968.18	4.235	4.248
1474521998.51	4.235	4.249
1474522028.89	4.235	4.249
1474522059.25	4.236	4.248
1474522089.64	4.235	4.248
1474522119.85	4.235	4.248
1474522150.19	4.235	4.249
1474522180.44	4.235	4.248
1474522210.73	4.235	4.249
1474522241.01	4.235	4.249
1474522271.32	4.235	4.249
1474522301.71	4.235	4.249
1474522331.97	4.235	4.249
1474522362.26	4.235	4.248
1474522392.58	4.235	4.249
1474522422.84	4.235	4.25
1474522453.08	4.235	4.248
1474522483.45	4.235	4.25
1474522513.73	4.235	4.249
1474522544.02	4.235	4.249
1474522574.3	4.236	4.248
1474522604.77	4.236	4.249
1474522635.05	4.236	4.248
1474522665.34	4.234	4.249
1474522695.7	4.235	4.248
1474522725.95	4.235	4.248
1474522756.24	4.233	4.249
1474522786.45	4.235	4.248
1474522816.73	4.236	4.249
1474522847.02	4.235	4.249
1474522877.33	4.235	4.25
1474522907.73	4.235	4.249
1474522938.03	4.233	4.249
1474522968.26	4.235	4.249
1474522998.5	4.235	4.25
1474523028.75	4.235	4.249
1474523059.0	4.235	4.248
1474523089.28	4.235	4.249
1474523119.56	4.235	4.248
1474523149.76	4.235	4.249
1474523179.99	4.235	4.248
1474523210.25	4.234	4.249
1474523240.5	4.235	4.249
1474523270.74	4.235	4.248
1474523301.01	4.234	4.249
1474523331.29	4.234	4.249
1474523361.76	4.235	4.25
1474523392.01	4.235	4.249
1474523422.23	4.235	4.249
1474523452.51	4.234	4.248
1474523482.8	4.235	4.249
1474523513.17	4.239	4.248
1474523543.47	4.239	4.248
1474523573.76	4.24	4.247
1474523604.04	4.239	4.247
1474523634.41	4.238	4.247
1474523664.72	4.238	4.247
1474523695.01	4.238	4.249
1474523725.25	4.238	4.247
1474523755.54	4.238	4.248
1474523785.83	4.238	4.248
1474523816.31	4.238	4.248
1474523846.59	4.238	4.248
1474523876.84	4.239	4.248
1474523907.12	4.238	4.247
1474523937.34	4.238	4.247
1474523967.62	4.239	4.247
1474523997.84	4.238	4.247
1474524028.24	4.239	4.248
1474524058.49	4.238	4.248
1474524088.74	4.239	4.247
1474524119.05	4.238	4.248
1474524149.42	4.239	4.248
1474524179.68	4.239	4.248
1474524210.01	4.239	4.247
1474524240.26	4.24	4.247
1474524270.54	4.238	4.248
1474524300.82	4.238	4.248
1474524331.1	4.238	4.248
1474524361.35	4.239	4.248
1474524391.75	4.237	4.247
1474524422.03	4.238	4.248
1474524452.28	4.238	4.246
1474524482.53	4.237	4.249
1474524512.75	4.239	4.248
1474524543.03	4.236	4.249
1474524573.28	4.238	4.247
1474524603.56	4.24	4.248
1474524633.79	4.237	4.249
1474524664.06	4.238	4.247
1474524694.35	4.238	4.247
1474524724.61	4.237	4.248
1474524754.87	4.237	4.248
1474524785.08	4.239	4.246
1474524815.31	4.239	4.247
1474524845.64	4.238	4.247
1474524876.05	4.237	4.248
1474524906.3	4.238	4.248
1474524936.58	4.236	4.247
1474524966.86	4.238	4.248
1474524997.14	4.238	4.247
1474525027.51	4.236	4.248
1474525057.8	4.238	4.248
1474525088.09	4.238	4.248
1474525118.39	4.237	4.247
1474525148.78	4.239	4.247
1474525179.08	4.239	4.247
1474525209.35	4.237	4.247
1474525239.63	4.238	4.248
1474525269.91	4.238	4.247
1474525300.16	4.239	4.248
1474525330.58	4.237	4.247
1474525360.9	4.237	4.247
1474525391.33	4.238	4.248
1474525421.65	4.237	4.248
1474525452.09	4.237	4.248
1474525482.37	4.238	4.248
1474525512.77	4.238	4.247
1474525543.09	4.236	4.248
1474525573.52	4.237	4.248
1474525603.78	4.237	4.247
1474525634.09	4.237	4.248
1474525664.38	4.236	4.248
1474525694.66	4.237	4.248
1474525725.03	4.236	4.249
1474525755.32	4.237	4.249
1474525785.57	4.237	4.248
1474525815.85	4.238	4.249
1474525846.13	4.238	4.248
1474525876.42	4.236	4.247
1474525906.67	4.238	4.248
1474525937.06	4.236	4.249
1474525967.32	4.238	4.248
1474525997.57	4.237	4.247
1474526027.82	4.236	4.249
1474526058.1	4.237	4.248
1474526088.48	4.237	4.248
1474526118.85	4.237	4.248
1474526149.35	4.237	4.249
1474526179.69	4.236	4.248
1474526209.94	4.237	4.249
1474526240.25	4.237	4.249
1474526270.46	4.237	4.249
1474526300.86	4.236	4.247
1474526331.1	4.237	4.247
1474526361.37	4.236	4.248
1474526391.64	4.236	4.249
1474526422.07	4.236	4.248
1474526452.33	4.237	4.248
1474526482.61	4.235	4.248
1474526512.98	4.237	4.249
1474526543.33	4.237	4.248
1474526573.59	4.237	4.249
1474526603.83	4.235	4.249
1474526634.09	4.236	4.248
1474526664.34	4.237	4.248
1474526694.6	4.236	4.248
1474526724.88	4.237	4.249
1474526755.16	4.238	4.249
1474526785.47	4.235	4.248
1474526815.69	4.237	4.249
1474526846.09	4.236	4.248
1474526876.31	4.237	4.248
1474526906.59	4.237	4.249
1474526936.81	4.236	4.248
1474526967.12	4.236	4.248
1474526997.36	4.236	4.249
1474527027.6	4.238	4.247
1474527057.85	4.237	4.249
1474527088.1	4.237	4.249
1474527118.38	4.237	4.248
1474527148.7	4.236	4.248
1474527179.08	4.237	4.248
1474527209.39	4.235	4.249
1474527239.62	4.237	4.248
1474527269.86	4.236	4.249
1474527300.11	4.235	4.248
1474527330.38	4.238	4.248
1474527360.88	4.237	4.247
1474527391.2	4.237	4.248
1474527421.45	4.237	4.248
1474527451.7	4.235	4.249
1474527482.11	4.238	4.249
1474527512.39	4.237	4.247
1474527542.62	4.236	4.248
1474527572.89	4.237	4.247
1474527603.13	4.238	4.248
1474527633.36	4.237	4.248
1474527663.65	4.236	4.249
1474527693.96	4.237	4.248
1474527724.39	4.237	4.248
1474527754.89	4.237	4.248
1474527785.21	4.236	4.249
1474527815.58	4.236	4.249
1474527845.87	4.235	4.249
1474527876.08	4.237	4.248
1474527906.4	4.235	4.249
1474527936.63	4.237	4.248
1474527966.87	4.236	4.248
1474527997.15	4.237	4.248
1474528027.62	4.236	4.249
1474528057.9	4.236	4.25
1474528088.37	4.236	4.248
1474528118.63	4.237	4.248
1474528148.88	4.236	4.248
1474528179.16	4.236	4.249
1474528209.47	4.237	4.249
1474528239.84	4.236	4.248
1474528270.13	4.235	4.249
1474528300.41	4.237	4.249
1474528330.64	4.237	4.249
1474528360.85	4.236	4.248
1474528391.16	4.236	4.248
1474528421.44	4.237	4.249
1474528451.74	4.235	4.249
1474528482.14	4.236	4.249
1474528512.42	4.236	4.248
1474528542.69	4.235	4.248
1474528572.95	4.235	4.248
1474528603.21	4.235	4.249
1474528633.49	4.235	4.248
1474528663.74	4.236	4.25
1474528694.05	4.234	4.249
1474528724.3	4.234	4.25
1474528754.5	4.234	4.25
1474528784.88	4.235	4.249
1474528815.14	4.234	4.249
1474528845.36	4.235	4.248
1474528875.67	4.235	4.248
1474528905.96	4.235	4.249
1474528936.25	4.236	4.25
1474528966.5	4.235	4.248
1474528996.93	4.235	4.25
1474529027.21	4.236	4.25
1474529057.69	4.236	4.25
1474529087.97	4.235	4.25
1474529118.25	4.235	4.249
1474529148.57	4.235	4.25
1474529178.78	4.235	4.248
1474529209.0	4.236	4.25
1474529239.25	4.236	4.249
1474529269.5	4.235	4.249
1474529299.82	4.236	4.249
1474529330.12	4.234	4.249
1474529360.38	4.235	4.25
1474529390.66	4.234	4.248
1474529420.91	4.235	4.249
1474529451.16	4.235	4.249
1474529481.47	4.235	4.251
1474529511.73	4.236	4.25
1474529542.02	4.234	4.25
1474529572.27	4.235	4.249
1474529602.63	4.235	4.25
1474529632.95	4.234	4.249
1474529663.23	4.234	4.249
1474529693.51	4.234	4.249
1474529723.77	4.235	4.249
1474529754.02	4.236	4.249
1474529784.27	4.236	4.249
1474529814.67	4.235	4.25
1474529844.92	4.234	4.25
1474529875.14	4.237	4.249
1474529905.45	4.234	4.249
1474529935.76	4.235	4.25
1474529966.08	4.235	4.249
1474529996.28	4.235	4.249
1474530026.7	4.235	4.249
1474530057.08	4.236	4.249
1474530087.28	4.236	4.249
1474530117.49	4.235	4.249
1474530147.89	4.236	4.249
1474530178.14	4.235	4.25
1474530208.46	4.237	4.248
1474530238.89	4.234	4.25
1474530269.18	4.236	4.25
1474530299.43	4.235	4.25
1474530329.68	4.234	4.249
1474530359.97	4.235	4.25
1474530390.29	4.235	4.25
1474530420.53	4.235	4.25
1474530450.92	4.235	4.248
1474530481.16	4.235	4.249
1474530511.47	4.234	4.25
1474530541.75	4.234	4.25
1474530572.01	4.235	4.249
1474530602.43	4.235	4.248
1474530632.72	4.235	4.249
1474530662.95	4.235	4.249
1474530693.19	4.235	4.249
1474530723.45	4.235	4.25
1474530753.69	4.236	4.249
1474530783.98	4.234	4.249
1474530814.26	4.235	4.25
1474530844.61	4.235	4.249
1474530874.9	4.235	4.249
1474530905.19	4.234	4.25
1474530935.47	4.236	4.249
1474530965.7	4.236	4.249
1474530995.92	4.235	4.249
1474531026.23	4.235	4.251
1474531056.54	4.234	4.249
1474531086.8	4.235	4.249
1474531117.05	4.236	4.249
1474531147.27	4.234	4.249
1474531177.69	4.236	4.25
1474531207.92	4.236	4.249
1474531238.24	4.236	4.25
1474531268.47	4.234	4.249
1474531298.71	4.235	4.249
1474531328.99	4.235	4.248
1474531359.27	4.235	4.25
1474531389.67	4.235	4.249
1474531419.99	4.234	4.249
1474531450.28	4.235	4.249
1474531480.53	4.236	4.249
1474531511.0	4.235	4.249
1474531541.23	4.236	4.249
1474531572.49	4.236	4.249
1474531602.82	4.234	4.249
1474531633.21	4.235	4.249
1474531663.5	4.235	4.25
1474531693.73	4.235	4.25
1474531723.97	4.235	4.249
1474531754.25	4.234	4.249
1474531784.62	4.236	4.249
1474531814.82	4.235	4.249
1474531845.07	4.234	4.25
1474531875.49	4.235	4.249
1474531905.8	4.236	4.249
1474531936.04	4.235	4.25
1474531966.44	4.235	4.25
1474531996.73	4.234	4.249
1474532027.01	4.234	4.249
1474532057.34	4.234	4.249
1474532087.59	4.235	4.249
1474532117.95	4.236	4.249
1474532148.26	4.234	4.249
1474532178.54	4.236	4.25
1474532208.97	4.235	4.249
1474532239.23	4.236	4.25
1474532269.48	4.236	4.25
1474532299.7	4.235	4.249
1474532330.01	4.235	4.249
1474532360.24	4.236	4.249
1474532390.51	4.235	4.25
1474532420.77	4.235	4.249
1474532451.05	4.236	4.249
1474532481.4	4.236	4.248
1474532511.65	4.236	4.249
1474532541.9	4.235	4.251
1474532572.23	4.235	4.25
1474532602.53	4.236	4.249
1474532632.81	4.235	4.25
1474532663.06	4.235	4.249
1474532693.34	4.235	4.249
1474532723.56	4.235	4.251
1474532753.85	4.235	4.25
1474532784.1	4.235	4.25
1474532814.49	4.234	4.25
1474532844.77	4.235	4.249
1474532875.0	4.234	4.249
1474532905.28	4.235	4.25
1474532935.59	4.235	4.25
1474532965.82	4.235	4.25
1474532996.24	4.236	4.25
1474533026.54	4.237	4.249
1474533056.77	4.234	4.25
1474533086.97	4.236	4.25
1474533117.26	4.236	4.25
1474533147.6	4.235	4.249
1474533178.0	4.235	4.25
1474533208.29	4.236	4.25
1474533238.61	4.235	4.249
1474533268.85	4.234	4.25
1474533299.17	4.235	4.249
1474533329.47	4.235	4.25
1474533359.75	4.235	4.249
1474533390.04	4.235	4.25
1474533420.36	4.235	4.25
1474533450.62	4.236	4.249
1474533481.01	4.236	4.25
1474533511.3	4.236	4.249
1474533541.67	4.236	4.249
1474533571.87	4.236	4.249
1474533602.12	4.235	4.25
1474533632.37	4.235	4.249
1474533662.77	4.236	4.25
1474533693.05	4.235	4.249
1474533723.34	4.235	4.25
1474533753.58	4.236	4.25
1474533783.98	4.236	4.25
1474533814.3	4.235	4.249
1474533844.61	4.236	4.25
1474533874.88	4.236	4.25
1474533905.1	4.236	4.249
1474533935.52	4.236	4.249
1474533965.78	4.237	4.25
1474533996.03	4.235	4.25
1474534026.28	4.236	4.249
1474534056.5	4.235	4.25
1474534086.82	4.235	4.25
1474534117.13	4.236	4.25
1474534147.52	4.236	4.249
1474534177.81	4.236	4.25
1474534208.1	4.236	4.25
1474534238.38	4.234	4.25
1474534268.64	4.236	4.25
1474534298.88	4.236	4.25
1474534329.32	4.235	4.249
1474534359.61	4.236	4.25
1474534390.04	4.235	4.25
1474534420.3	4.236	4.251
1474534450.51	4.235	4.25
1474534480.83	4.235	4.25
1474534511.05	4.235	4.249
1474534541.32	4.235	4.25
1474534571.64	4.236	4.25
1474534601.84	4.235	4.25
1474534632.1	4.235	4.25
1474534662.53	4.236	4.25
1474534692.82	4.237	4.25
1474534723.19	4.236	4.25
1474534753.39	4.236	4.25
1474534783.65	4.236	4.25
1474534814.06	4.235	4.25
1474534844.34	4.236	4.25
1474534874.62	4.235	4.25
1474534905.02	4.235	4.251
1474534935.34	4.235	4.25
1474534965.62	4.236	4.25
1474534995.9	4.237	4.25
1474535026.34	4.235	4.251
1474535056.58	4.236	4.25
1474535086.82	4.236	4.249
1474535117.03	4.236	4.249
1474535147.3	4.235	4.251
1474535177.55	4.236	4.251
1474535207.83	4.235	4.251
1474535238.06	4.237	4.25
1474535268.33	4.236	4.249
1474535298.58	4.236	4.251
1474535328.82	4.236	4.25
1474535359.07	4.237	4.25
1474535389.29	4.236	4.249
1474535419.57	4.236	4.25
1474535449.85	4.237	4.25
1474535480.13	4.237	4.25
1474535510.38	4.237	4.249
1474535540.81	4.236	4.25
1474535571.06	4.237	4.25
1474535601.28	4.237	4.25
1474535631.6	4.236	4.25
1474535661.91	4.236	4.25
1474535692.34	4.237	4.25
1474535722.65	4.236	4.25
1474535752.91	4.237	4.249
1474535783.32	4.236	4.25
1474535813.55	4.237	4.25
1474535843.83	4.237	4.25
1474535874.11	4.237	4.251
1474535904.42	4.237	4.25
1474535934.65	4.236	4.25
1474535965.11	4.237	4.251
1474535995.34	4.236	4.25
1474536025.61	4.236	4.251
1474536055.92	4.237	4.25
1474536086.18	4.236	4.249
1474536116.57	4.236	4.251
1474536146.86	4.237	4.25
1474536177.29	4.237	4.25
1474536207.49	4.237	4.249
1474536237.7	4.236	4.25
1474536267.95	4.237	4.249
1474536298.19	4.237	4.25
1474536328.58	4.237	4.25
1474536358.87	4.238	4.25
1474536389.1	4.236	4.25
1474536419.34	4.237	4.25
1474536449.59	4.237	4.249
1474536479.84	4.237	4.249
1474536510.09	4.236	4.25
1474536540.37	4.237	4.249
1474536570.65	4.236	4.249
1474536600.94	4.236	4.249
1474536631.15	4.237	4.25
1474536661.44	4.237	4.249
1474536691.69	4.237	4.25
1474536722.14	4.237	4.25
1474536752.64	4.238	4.251
1474536782.96	4.236	4.251
1474536813.31	4.237	4.25
1474536843.57	4.236	4.25
1474536873.85	4.237	4.25
1474536904.1	4.237	4.25
1474536934.35	4.236	4.25
1474536964.57	4.236	4.25
1474536994.82	4.237	4.25
1474537025.13	4.236	4.249
1474537055.58	4.237	4.25
1474537085.85	4.237	4.251
1474537116.11	4.238	4.25
1474537146.35	4.236	4.25
1474537176.57	4.237	4.25
1474537206.87	4.237	4.25
1474537237.15	4.236	4.25
1474537267.43	4.237	4.249
1474537297.9	4.236	4.25
1474537328.14	4.236	4.25
1474537358.38	4.236	4.251
1474537388.62	4.237	4.25
1474537418.89	4.236	4.25
1474537449.21	4.235	4.25
1474537479.61	4.236	4.25
1474537509.86	4.237	4.249
1474537540.08	4.237	4.25
1474537570.39	4.237	4.25
1474537600.71	4.237	4.251
1474537630.97	4.236	4.25
1474537661.22	4.237	4.249
1474537691.44	4.236	4.25
1474537721.79	4.236	4.25
1474537752.15	4.236	4.249
1474537782.44	4.236	4.25
1474537812.73	4.236	4.249
1474537843.04	4.236	4.25
1474537873.34	4.237	4.251
1474537903.62	4.237	4.25
1474537933.91	4.237	4.249
1474537964.19	4.236	4.25
1474537994.47	4.236	4.25
1474538024.91	4.237	4.25
1474538055.18	4.236	4.249
1474538085.47	4.236	4.25
1474538115.87	4.237	4.251
1474538146.13	4.237	4.25
1474538176.38	4.237	4.25
1474538206.67	4.237	4.251
1474538236.98	4.238	4.25
1474538267.41	4.237	4.25
1474538297.8	4.236	4.25
1474538328.16	4.236	4.25
1474538358.4	4.238	4.25
1474538388.64	4.238	4.251
1474538418.89	4.271	4.247
1474538449.18	4.264	4.239
1474538479.41	4.237	4.236
1474538509.65	4.236	4.235
1474538539.92	4.238	4.233
1474538570.29	4.238	4.233
1474538600.49	4.24	4.232
1474538630.74	4.238	4.232
1474538661.0	4.245	4.231
1474538691.26	4.241	4.232
1474538721.45	4.242	4.232
1474538751.9	4.243	4.232
1474538782.15	4.244	4.232
1474538812.44	4.244	4.232
1474538842.71	4.247	4.231
1474538873.01	4.246	4.231
1474538903.25	4.248	4.231
1474538933.67	4.248	4.231
1474538963.91	4.249	4.232
1474538994.15	4.251	4.232
1474539024.43	4.252	4.232
1474539054.66	4.254	4.232
1474539084.93	4.254	4.232
1474539115.24	4.257	4.231
1474539145.52	4.257	4.231
1474539175.73	4.258	4.231
1474539206.08	4.258	4.232
1474539236.41	4.26	4.23
1474539266.7	4.261	4.232
1474539296.93	4.262	4.231
1474539327.19	4.262	4.232
1474539357.69	4.263	4.231
1474539387.93	4.264	4.232
1474539418.2	4.265	4.23
1474539448.48	4.266	4.231
1474539478.76	4.266	4.231
1474539509.15	4.269	4.231
1474539539.38	4.27	4.231
1474539569.63	4.272	4.231
1474539599.91	4.272	4.231
1474539630.17	4.273	4.23
1474539660.38	4.276	4.231
1474539690.64	4.276	4.23
1474539720.92	4.274	4.231
1474539751.13	4.277	4.23
1474539781.34	4.278	4.231
1474539811.55	4.277	4.231
1474539841.78	4.278	4.23
1474539872.03	4.279	4.23
1474539902.41	4.279	4.231
1474539932.68	4.28	4.23
1474539962.95	4.281	4.231
1474539993.18	4.281	4.231
1474540023.45	4.281	4.231
1474540053.72	4.283	4.23
1474540084.17	4.284	4.231
1474540114.47	4.284	4.231
1474540144.7	4.282	4.23
1474540174.97	4.284	4.232
1474540205.28	4.289	4.229
1474540235.71	4.289	4.229
1474540265.95	4.288	4.23
1474540296.22	4.292	4.229
1474540326.5	4.288	4.231
1474540356.9	4.29	4.23
1474540387.22	4.289	4.23
1474540417.5	4.287	4.23
1474540447.9	4.288	4.231
1474540478.21	4.289	4.23
1474540508.65	4.289	4.229
1474540538.93	4.289	4.231
1474540569.24	4.291	4.229
1474540599.51	4.289	4.231
1474540629.95	4.292	4.23
1474540660.23	4.291	4.229
1474540690.51	4.291	4.229
1474540720.8	4.292	4.23
1474540751.02	4.292	4.23
1474540781.44	4.291	4.229
1474540811.67	4.292	4.23
1474540841.95	4.291	4.229
1474540872.23	4.293	4.23
1474540902.51	4.291	4.23
1474540932.94	4.293	4.228
1474540963.23	4.291	4.23
1474540993.52	4.292	4.23
1474541023.99	4.292	4.23
1474541054.27	4.292	4.23
1474541084.68	4.291	4.23
1474541115.0	4.294	4.23
1474541145.27	4.293	4.23
1474541175.56	4.293	4.229
1474541205.81	4.289	4.225
1474541236.2	4.292	4.226
1474541266.46	4.287	4.239
1474541296.71	4.295	4.588
1474541326.99	4.295	4.667
1474541357.3	4.289	4.549
1474541387.7	4.29	4.437
1474541417.99	4.293	4.416
1474541448.28	4.293	4.403
1474541478.53	4.295	4.393
1474541508.82	4.295	4.385
1474541539.07	4.295	4.38
1474541569.29	4.296	4.377
1474541599.65	4.296	4.376
1474541629.97	4.295	4.375
1474541660.22	4.296	4.375
1474541690.5	4.297	4.376
1474541720.82	4.295	4.379
1474541751.08	4.297	4.384
1474541781.31	4.297	4.389
1474541811.71	4.298	4.396
1474541841.97	4.299	4.4
1474541872.22	4.3	4.404
1474541902.51	4.299	4.407
1474541932.82	4.298	4.412
1474541963.08	4.3	4.416
1474541993.32	4.299	4.421
1474542023.58	4.3	4.426
1474542053.81	4.3	4.429
1474542084.2	4.299	4.433
1474542114.52	4.3	4.438
1474542144.8	4.298	4.441
1474542175.08	4.299	4.447
1474542205.53	4.298	4.451
1474542235.79	4.3	4.455
1474542266.06	4.3	4.458
1474542296.35	4.299	4.462
1474542326.69	4.3	4.466
1474542357.03	4.299	4.47
1474542387.49	4.298	4.475
1474542417.84	4.3	4.479
1474542448.09	4.297	4.482
1474542478.48	4.297	4.486
1474542508.74	4.296	4.49
1474542538.99	4.297	4.494
1474542569.28	4.296	4.5
1474542599.56	4.297	4.503
1474542629.85	4.296	4.509
1474542660.16	4.297	4.513
1474542690.36	4.296	4.519
1474542720.6	4.296	4.523
1474542750.85	4.296	4.529
1474542781.24	4.297	4.535
1474542811.51	4.297	4.539
1474542841.75	4.297	4.55
1474542872.04	4.297	4.555
1474542902.34	4.298	4.563
1474542932.78	4.297	4.571
1474542963.28	4.318	4.579
1474542993.59	4.345	4.587
1474543023.86	4.358	4.598
1474543054.25	4.41	4.609
1474543084.51	5.148	4.712
1474543114.79	5.483	5.024
1474543145.1	5.826	5.322
